index,carat,cut,color,clarity,depth,table,price,x,y,z
36478,0.43,Premium,G,VS1,61.8,59,943,4.83,4.88,3
36601,0.32,Ideal,G,SI1,61.3,56,477,4.39,4.42,2.7
36721,0.41,Very Good,E,VS1,63.2,59,954,4.71,4.75,2.99
36745,0.41,Good,E,VS1,61.3,61,954,4.77,4.79,2.93
36805,0.3,Ideal,G,IF,62.1,55,956,4.35,4.31,2.69
36841,0.37,Very Good,G,VS1,63.1,56,957,4.59,4.57,2.89
36883,0.31,Ideal,E,IF,62.2,53,958,4.35,4.4,2.72
36886,0.34,Ideal,F,VVS1,61.7,55,959,4.51,4.5,2.78
36984,0.24,Ideal,F,VVS1,61.1,56,963,4.01,4.05,2.47
36985,0.5,Very Good,J,SI1,63.3,60,963,4.99,4.97,3.15
37049,0.31,Ideal,E,VS1,61.2,55,967,4.42,4.4,2.7
37136,0.42,Ideal,G,SI2,60.9,56,971,4.87,4.89,2.97
37138,0.33,Ideal,F,IF,61.3,55,971,4.48,4.49,2.75
37260,0.31,Premium,F,IF,61.9,58,977,4.39,4.36,2.71
37281,0.23,Ideal,H,VVS1,61.1,55,484,3.98,4.01,2.44
37346,0.31,Premium,F,VVS1,59.4,58,982,4.45,4.41,2.63
37599,0.23,Very Good,E,VVS2,59,63,485,3.98,4.05,2.37
37774,0.41,Ideal,E,VS2,62.3,56,999,4.77,4.74,2.96
37783,0.38,Premium,E,VS1,60.7,59,1000,4.65,4.7,2.84
37815,0.52,Premium,G,SI2,62.5,59,1001,5.1,5.07,3.18
37816,0.36,Ideal,D,VS1,61.8,55,1002,4.58,4.54,2.82
37852,0.46,Fair,G,VS2,65.3,56,1002,4.83,4.76,3.13
37861,0.44,Ideal,E,VS2,61.9,55,1003,4.86,4.89,3.02
37921,0.23,Very Good,E,VVS1,63.3,57,485,3.88,3.95,2.48
37967,0.41,Very Good,F,VS1,60.8,58,1007,4.76,4.82,2.91
38006,0.43,Very Good,F,VS1,63.4,57,1008,4.8,4.76,3.03
38060,0.38,Ideal,E,VVS2,62.5,53,1013,4.62,4.66,2.9
38141,0.3,Ideal,G,VVS1,62.6,54,1013,4.28,4.25,2.67
38173,0.42,Ideal,E,VS1,61.7,57,1014,4.78,4.81,2.96
38196,0.5,Very Good,D,SI2,63.1,56,1015,5.05,4.96,3.16
38411,0.35,Premium,G,VVS2,62.2,58,1024,4.54,4.49,2.81
38498,0.42,Ideal,G,VVS2,62.7,56,1031,4.74,4.77,2.98
38567,0.4,Ideal,H,VS1,61.8,56,1035,4.78,4.74,2.94
38592,0.43,Ideal,G,VVS1,61.4,57,1037,4.85,4.89,2.99
38595,0.45,Fair,F,VS2,64.2,58,1037,4.9,4.75,3.1
38624,0.31,Premium,I,VS1,62.6,59,489,4.29,4.33,2.7
38647,0.44,Premium,H,VS2,61.3,58,1040,4.91,4.88,3
38656,0.42,Ideal,D,SI1,62,55,1040,4.84,4.83,3
38679,0.3,Ideal,D,VVS2,61.7,57,1041,4.3,4.32,2.66
38685,0.3,Ideal,F,VVS1,61.7,57,1041,4.28,4.31,2.65
38723,0.41,Premium,H,VVS1,60.4,58,1043,4.79,4.85,2.91
38789,0.31,Premium,G,VVS1,59.5,60,1046,4.41,4.39,2.62
38797,0.31,Ideal,G,VVS1,61.6,56,1046,4.39,4.35,2.69
39007,0.4,Ideal,E,VVS2,61.6,56,1056,4.78,4.73,2.93
39009,0.4,Ideal,E,VVS2,61.5,55,1056,4.79,4.77,2.94
39035,0.41,Ideal,H,SI1,61.3,55,1056,4.81,4.85,2.96
39156,0.36,Ideal,F,IF,61.4,56,1063,4.57,4.61,2.82
39193,0.4,Ideal,D,VS1,62.3,54,1064,4.7,4.74,2.94
39299,0.3,Ideal,I,VS1,62,58,491,4.28,4.3,2.66
39318,0.38,Ideal,F,VVS1,61,57,1070,4.66,4.69,2.85
39392,0.55,Ideal,I,SI1,61.4,54,1076,5.3,5.35,3.27
39505,0.51,Ideal,J,VS2,62.5,57,1080,5.04,5.08,3.16
39603,0.35,Ideal,I,SI1,62.2,54,491,4.52,4.55,2.82
39648,0.47,Very Good,F,SI1,63.3,60,1086,4.98,4.94,3.14
39666,0.42,Premium,G,VS2,60.1,61,1087,4.86,4.79,2.9
39737,0.38,Ideal,D,VS1,62.1,53.9,1092,4.65,4.67,2.9
39779,0.36,Ideal,D,VS2,60.6,57,1094,4.61,4.57,2.78
39811,0.5,Very Good,E,SI2,59.9,57,1097,5.12,5.16,3.08
39840,0.52,Ideal,H,SI1,61.9,56,1098,5.16,5.22,3.2
39845,0.41,Ideal,H,IF,61.1,54,1099,4.8,4.85,2.95
39884,0.42,Ideal,G,VVS2,62.1,57,1103,4.8,4.77,2.97
39905,0.49,Premium,H,VS2,59.5,62,1103,5.14,5.12,3.05
39927,0.42,Ideal,E,VS1,61.6,57,1105,4.8,4.84,2.97
39937,0.24,Very Good,D,VVS2,62.9,59,492,3.95,3.97,2.49
39940,0.24,Very Good,D,VVS1,61.9,54,492,3.99,4.02,2.48
40003,0.41,Ideal,F,VS2,61.8,57,1107,4.79,4.75,2.95
40011,0.41,Ideal,F,VS2,62.8,57,1107,4.76,4.73,2.98
40069,0.43,Premium,G,VS2,62.9,59,1113,4.83,4.78,3.02
40144,0.49,Very Good,F,SI1,62.5,57,1116,4.99,5.02,3.13
40166,0.39,Very Good,F,VVS2,58.2,62,1117,4.77,4.82,2.79
40177,0.43,Ideal,G,VVS1,61.5,56,1118,4.87,4.89,3
40210,0.31,Premium,F,IF,60.8,59,1122,4.39,4.36,2.66
40255,0.38,Ideal,G,IF,62,54,1125,4.66,4.7,2.9
40312,0.4,Ideal,E,VS1,62.3,56,1125,4.73,4.71,2.94
40334,0.4,Ideal,F,VVS1,61.5,56,1128,4.73,4.77,2.92
40340,0.39,Premium,E,VVS2,61.1,59,1129,4.68,4.74,2.88
40432,0.42,Ideal,G,SI1,61.6,56,1136,4.83,4.85,2.98
40452,0.76,Fair,H,I1,64.5,57,1140,5.79,5.76,3.73
40522,0.51,Good,D,SI2,64.2,56,1146,5.02,5.05,3.23
40615,0.23,Good,E,VVS1,56.3,62,498,4.1,4.11,2.31
40718,0.51,Fair,G,SI1,64.5,56,1160,5.06,5.01,3.25
40720,0.38,Ideal,F,VVS1,61.1,57,1160,4.71,4.69,2.87
40806,0.63,Premium,E,SI2,58.9,59,1169,5.64,5.6,3.31
40813,0.54,Ideal,I,SI1,62.4,55,1170,5.19,5.23,3.25
40961,0.42,Ideal,G,VVS1,61.2,56,1179,4.85,4.86,2.97
41047,0.5,Ideal,J,VS2,61.6,56,1188,5.08,5.14,3.15
41086,0.41,Ideal,F,VVS2,61.9,55,1192,4.79,4.74,2.95
41147,0.5,Very Good,F,SI1,61,60,1197,5.08,5.11,3.11
41152,0.45,Good,D,VS2,63.7,61,1197,4.81,4.73,3.04
41173,0.4,Ideal,G,VVS1,61.4,55,1200,4.76,4.72,2.91
41215,0.4,Ideal,F,VVS1,61.7,57,1206,4.75,4.72,2.92
41240,0.57,Very Good,J,VS2,63.3,56,1207,5.28,5.24,3.33
41290,0.5,Good,D,SI1,63.9,56,1210,5.02,4.93,3.18
41313,0.41,Ideal,F,VVS1,61.8,54,1213,4.78,4.83,2.97
41360,0.58,Very Good,H,SI1,61.8,56,1219,5.34,5.38,3.31
41441,0.61,Ideal,G,SI2,59.5,57,1228,5.55,5.51,3.29
41479,0.56,Premium,J,VS2,60.9,60,1232,5.33,5.27,3.23
41555,0.5,Very Good,G,SI1,62.1,59,1237,5.09,5.12,3.17
41562,0.5,Ideal,G,SI1,61.7,57,1237,5.06,5.08,3.13
41662,0.54,Ideal,J,VVS1,62.2,54,1239,5.23,5.25,3.26
41847,0.54,Very Good,F,SI1,63,57,1255,5.18,5.23,3.28
41866,0.38,Premium,F,VVS1,61.6,58,1257,4.65,4.61,2.85
41911,0.47,Ideal,E,VS2,61.7,56,1261,5.01,4.98,3.08
41962,0.23,Very Good,E,VVS2,61.4,62,505,3.9,3.95,2.41
41982,0.51,Ideal,D,SI2,62.5,55,1264,5.12,5.15,3.21
42073,0.55,Good,D,SI2,63.3,56,1272,5.21,5.24,3.31
42075,0.6,Premium,F,SI2,59.5,61,1272,5.48,5.45,3.26
42121,0.5,Good,F,VS2,57.8,63,1279,5.2,5.15,2.99
42159,0.51,Very Good,E,SI1,59.4,57,1284,5.2,5.24,3.1
42169,0.59,Very Good,E,SI2,63.8,57,1286,5.31,5.34,3.4
42178,0.43,Ideal,G,IF,61.7,57,1286,4.83,4.86,2.99
42210,0.52,Very Good,D,SI2,62.9,56,1289,5.14,5.17,3.24
42248,0.57,Ideal,H,SI1,61.8,54,1292,5.35,5.37,3.31
42266,0.44,Ideal,G,VVS1,61.6,56,1294,4.9,4.88,3.01
42336,0.55,Ideal,I,VS1,62.5,57,1297,5.19,5.25,3.26
42446,0.57,Very Good,E,SI2,61.2,57,1315,5.31,5.35,3.26
42584,0.52,Ideal,E,SI1,61.4,57,1330,5.15,5.18,3.17
42635,0.58,Premium,H,SI1,62.1,55,1332,5.38,5.35,3.33
42642,0.5,Ideal,F,SI1,61.5,55,1332,5.16,5.12,3.16
42676,0.53,Ideal,F,SI2,60.3,56,1335,5.25,5.3,3.18
42855,0.41,Premium,D,VVS2,61.2,62,1356,4.82,4.78,2.94
42900,0.54,Good,H,VS1,63.2,58,1361,5.12,5.16,3.25
42927,0.57,Good,F,SI1,63.2,55,1364,5.26,5.31,3.34
42963,0.42,Very Good,E,VVS1,60.5,55,1365,4.85,4.9,2.95
42964,0.47,Ideal,I,VVS1,61.6,55,1365,4.99,5.01,3.08
42981,0.41,Ideal,E,VVS1,61.3,56,1367,4.79,4.81,2.94
43006,0.52,Very Good,G,VS2,63,56,1369,5.09,5.13,3.22
43092,0.41,Ideal,E,VVS2,61.1,57,1381,4.82,4.77,2.93
43098,0.52,Ideal,F,SI1,62,55,1383,5.14,5.17,3.19
43130,0.51,Very Good,D,SI1,62.3,63,1387,5.08,5.03,3.15
43140,0.58,Good,G,SI1,63.8,56,1388,5.3,5.33,3.39
43192,0.46,Ideal,E,VS1,62.2,54,1393,4.9,4.94,3.06
43201,0.53,Good,G,VS2,63.4,58,1395,5.13,5.16,3.26
43209,0.5,Good,E,VS2,59.8,57,1395,5.12,5.18,3.08
43290,0.31,Ideal,H,VS2,61.2,56,507,4.36,4.4,2.68
43302,0.52,Fair,I,VVS2,60.4,66,1401,5.26,5.2,3.16
43312,0.5,Good,D,VS2,64.1,61,1402,4.98,5.01,3.2
43351,0.5,Very Good,E,VS2,61.3,62,1407,5.05,5.1,3.11
43436,0.5,Ideal,D,SI1,61.4,58,1415,5.07,5.1,3.12
43458,0.61,Ideal,H,SI1,61.9,54,1416,5.44,5.48,3.38
43501,0.54,Ideal,E,SI1,61.3,56,1422,5.22,5.25,3.21
43538,0.53,Ideal,I,VS1,62.3,56,1427,5.19,5.23,3.24
43580,0.41,Ideal,E,VVS1,61.3,55,1431,4.8,4.76,2.93
43663,0.5,Very Good,D,SI1,61,61,1436,5.08,5.11,3.11
43724,0.51,Very Good,G,VS2,62.9,57,1438,5.06,5.12,3.2
43824,0.51,Good,E,SI1,63.9,56,1443,5.11,5.07,3.25
43837,0.52,Very Good,G,VS2,60.2,56,1446,5.23,5.27,3.16
43889,0.52,Ideal,I,VVS1,60.1,56,1454,5.24,5.27,3.16
43933,0.3,Ideal,I,VVS2,62,56,515,4.29,4.32,2.67
44074,0.59,Very Good,H,VS2,61.8,56,1552,5.37,5.41,3.33
44139,0.59,Premium,F,SI1,62.4,59,1561,5.37,5.33,3.34
44145,0.51,Very Good,D,SI1,63.2,55,1562,5.12,5.07,3.22
44167,0.5,Good,G,VS1,61.9,61.5,1565,5.03,5.04,3.12
44218,0.57,Premium,F,SI1,61.8,57,1571,5.34,5.31,3.29
44268,0.52,Good,G,VS1,63.9,56,1576,5.08,5.12,3.26
44406,0.53,Ideal,D,VS2,61.4,55,1585,5.21,5.24,3.21
44409,0.51,Ideal,E,SI1,60.9,56,1585,5.16,5.19,3.15
44488,0.58,Ideal,D,SI1,62,54,1597,5.36,5.39,3.33
44582,0.53,Ideal,E,VS2,61,57,1607,5.23,5.26,3.2
44599,0.53,Ideal,G,VS2,62.5,56,1607,5.2,5.17,3.24
44620,0.57,Ideal,G,VS2,61.8,56,1608,5.3,5.35,3.29
44648,0.28,Very Good,G,VVS2,62.3,56,522,4.16,4.19,2.6
44680,0.53,Very Good,F,VS2,60.5,55,1610,5.24,5.29,3.19
44710,0.56,Very Good,F,VS2,62,56,1614,5.2,5.22,3.23
44718,0.62,Very Good,I,VVS2,61.3,58.8,1615,5.48,5.52,3.37
44736,0.52,Ideal,E,VS2,62.1,57,1617,5.22,5.19,3.23
44808,0.5,Premium,G,VS1,59.9,59,1624,5.12,5.16,3.08
44828,0.52,Ideal,F,SI1,62,54,1624,5.19,5.16,3.21
44945,0.51,Ideal,G,VS1,61.2,55,1634,5.15,5.19,3.16
44976,0.32,Ideal,I,VS1,60.9,57,523,4.43,4.47,2.71
45073,0.48,Very Good,E,VS1,62.2,62,1644,4.95,4.99,3.09
45168,0.6,Ideal,F,SI1,62.7,54,1654,5.43,5.39,3.39
45211,0.51,Ideal,G,VS1,62,56,1656,5.06,5.16,3.17
45214,0.51,Good,E,VS2,63.3,56,1656,5.08,5.12,3.23
45220,0.51,Ideal,E,VS2,62.4,57,1656,5.1,5.13,3.19
45283,0.56,Ideal,G,VS2,59.6,57,1662,5.37,5.39,3.21
45301,0.31,Very Good,G,SI2,63.2,55,523,4.33,4.31,2.73
45351,0.59,Ideal,E,SI1,61.4,56,1664,5.36,5.39,3.3
45361,0.52,Very Good,E,VS2,62.2,56,1665,5.16,5.17,3.21
45443,0.7,Fair,J,VS2,64.6,58,1672,5.58,5.56,3.6
45509,0.5,Very Good,D,VS2,61.2,55,1682,5.07,5.12,3.12
45563,0.52,Good,G,VS1,63.3,55,1689,5.09,5.12,3.23
45566,0.52,Ideal,E,VS2,61.1,57,1689,5.18,5.2,3.17
45610,0.56,Ideal,H,VS1,62.2,55.3,1691,5.26,5.31,3.28
45666,0.52,Ideal,G,VS1,63,54,1694,5.17,5.12,3.24
45686,0.54,Ideal,H,VVS2,61.1,56,1696,5.23,5.28,3.21
45722,0.55,Ideal,F,VS2,62.7,55,1698,5.26,5.24,3.29
45723,0.55,Premium,D,SI1,61.6,56,1698,5.28,5.24,3.24
45725,0.6,Premium,E,SI1,60,57,1698,5.52,5.48,3.3
45752,0.5,Very Good,D,VS2,59.1,59,1703,5.19,5.24,3.08
45880,0.57,Ideal,D,VS2,60.3,57,1718,5.42,5.4,3.26
45937,0.51,Very Good,F,VS1,63.3,59,1722,5.09,5.12,3.23
45962,0.24,Ideal,E,VVS2,61.7,58,526,3.96,4.01,2.46
46061,0.53,Good,D,VS2,63.4,55,1734,5.11,5.23,3.28
46231,0.5,Very Good,D,VS2,62.9,61,1752,4.96,5.03,3.14
46239,0.53,Ideal,F,VS2,61.1,56,1753,5.26,5.22,3.2
46240,0.53,Premium,F,VS2,60.6,55,1753,5.26,5.23,3.18
46346,0.7,Good,E,SI2,56.9,63,1758,5.78,5.71,3.27
46396,0.72,Premium,G,SI2,62.7,57,1764,5.74,5.7,3.59
46421,0.5,Ideal,E,VS2,60.8,57,1768,5.16,5.13,3.13
46694,0.56,Ideal,E,VS1,60.8,55,1791,5.37,5.32,3.25
46706,0.77,Premium,J,VS2,62.3,58,1792,5.86,5.8,3.63
46713,0.59,Ideal,D,SI1,61.3,59,1793,5.36,5.4,3.3
46720,0.51,Very Good,D,VS2,63.5,56,1793,5.1,5.07,3.23
46760,0.65,Very Good,I,VVS1,61.8,56,1801,5.53,5.57,3.43
46770,0.52,Ideal,D,VS2,61.9,55,1802,5.19,5.21,3.22
46775,0.56,Ideal,D,SI1,61.9,55,1803,5.31,5.29,3.28
46789,0.5,Good,E,VS1,58.2,61,1806,5.19,5.22,3.03
46894,0.56,Premium,H,VVS2,59.8,57,1814,5.48,5.39,3.25
46957,0.3,Premium,I,VS1,61.9,59,527,4.31,4.24,2.65
46988,0.46,Ideal,E,VVS1,62.6,53,1816,4.93,4.97,3.1
47001,0.53,Ideal,G,VVS2,60.4,56,1818,5.29,5.24,3.18
47032,0.57,Ideal,E,VS2,60.4,57,1819,5.4,5.36,3.25
47099,0.57,Very Good,E,VS2,59.5,56,1826,5.45,5.47,3.25
47233,0.71,Fair,I,VS2,61.6,67,1840,5.76,5.61,3.5
47275,0.58,Good,E,SI1,61,62,1844,5.36,5.33,3.26
47336,0.23,Very Good,E,VVS1,63.5,54,530,3.92,3.95,2.5
47382,0.54,Ideal,G,VS1,61.8,54,1847,5.24,5.22,3.23
47413,0.57,Ideal,G,VS1,62.1,56,1851,5.3,5.33,3.3
47445,0.55,Ideal,E,VS1,61.5,57,1857,5.27,5.23,3.23
47450,0.53,Ideal,D,VS2,62.2,56,1857,5.16,5.19,3.22
47535,0.62,Very Good,I,VVS1,63.1,58,1871,5.4,5.44,3.42
47554,0.51,Ideal,D,VS1,62.4,57,1873,5.13,5.09,3.19
47592,0.51,Very Good,D,VS2,60.1,59,1877,5.16,5.19,3.11
47647,0.23,Ideal,F,VVS2,62,56,530,3.92,3.98,2.45
47702,0.61,Very Good,E,VS2,60.1,60,1884,5.5,5.54,3.32
47706,0.58,Ideal,E,VS2,61.1,57,1884,5.39,5.41,3.3
47795,0.71,Ideal,J,VS2,62.4,54,1899,5.72,5.76,3.58
47812,0.51,Ideal,G,VVS2,61.3,56,1902,5.16,5.19,3.17
47824,0.61,Ideal,D,SI1,61.6,55,1904,5.49,5.51,3.39
47923,0.56,Premium,G,VS1,60.5,59,1915,5.31,5.26,3.2
48151,0.72,Premium,J,VS2,61.7,58,1941,5.67,5.77,3.53
48192,0.53,Ideal,G,VVS2,61,56,1946,5.21,5.25,3.19
48251,0.71,Premium,I,VS2,60,58,1952,5.79,5.85,3.49
48252,0.53,Ideal,D,VS1,61.3,56,1952,5.21,5.23,3.2
48318,0.34,Very Good,G,SI1,61.2,54,536,4.53,4.56,2.78
48322,0.23,Ideal,G,VVS1,60.8,57,536,3.96,3.99,2.41
48552,0.51,Premium,E,VS1,61.6,57,1989,5.13,5.1,3.15
48623,0.56,Premium,G,VS1,61,60,1999,5.39,5.32,3.27
48705,0.6,Very Good,D,VS2,63.7,56,2010,5.34,5.36,3.41
48730,0.52,Ideal,G,VVS2,61.9,55,2012,5.16,5.14,3.19
48735,0.52,Premium,G,VVS2,61.8,59,2012,5.16,5.13,3.18
48740,0.56,Premium,G,VS1,59.9,60,2013,5.41,5.37,3.23
48793,0.8,Premium,J,SI2,60.2,59,2022,6.07,5.95,3.62
48806,0.5,Ideal,F,VVS2,62,53.6,2025,5.09,5.13,3.18
48894,0.57,Ideal,F,VS1,61.7,55,2039,5.35,5.39,3.31
48898,0.71,Premium,F,SI2,62.2,57,2040,5.66,5.6,3.5
48908,0.54,Ideal,E,VS1,62,56,2041,5.26,5.23,3.25
48949,0.71,Ideal,J,VS2,61.5,59,2047,5.71,5.74,3.52
48957,0.7,Very Good,H,SI1,63.3,58,2048,5.61,5.64,3.56
49064,0.7,Good,F,SI1,63.1,64,2058,5.58,5.61,3.53
49083,0.7,Ideal,E,SI2,62,56,2061,5.71,5.74,3.55
49130,0.56,Ideal,D,VS2,60.9,56,2066,5.35,5.32,3.25
49131,0.56,Ideal,D,VS2,61,57,2066,5.35,5.28,3.24
49184,0.82,Ideal,I,SI2,61.1,57,2075,6.05,6.09,3.71
49196,0.55,Ideal,G,VVS1,61.2,56,2077,5.27,5.3,3.24
49265,0.62,Fair,F,VVS2,57.1,60,2088,5.65,5.7,3.24
49291,0.26,Very Good,E,VVS1,61.8,59,539,4.11,4.14,2.55
49350,0.7,Ideal,J,SI1,60.3,57,2096,5.75,5.79,3.48
49397,0.5,Ideal,G,IF,61.5,56,2104,5.11,5.14,3.15
49409,0.74,Ideal,J,VVS2,61.7,55,2106,5.83,5.87,3.61
49523,0.71,Very Good,E,SI2,62.1,57,2123,5.71,5.76,3.56
49606,0.7,Good,G,SI1,64.6,59,2137,5.49,5.54,3.56
49631,0.32,Premium,J,VS1,61.9,58,540,4.39,4.33,2.7
49696,0.51,Ideal,G,IF,62.9,58,2146,5.07,5.11,3.2
49729,0.53,Ideal,G,VVS1,61.6,57,2153,5.2,5.22,3.21
49741,0.59,Ideal,G,VVS2,62.3,56,2155,5.34,5.39,3.34
49743,0.7,Premium,H,SI1,61.3,58,2155,5.71,5.74,3.51
49771,0.5,Ideal,F,VVS2,62.2,54,2160,5.11,5.09,3.17
49782,0.61,Ideal,E,VS1,61.6,57,2161,5.42,5.45,3.35
49808,0.82,Ideal,G,SI2,61,55,2165,6.04,5.99,3.67
49812,0.5,Ideal,F,VVS1,60.4,56,2165,5.16,5.21,3.13
49935,0.71,Very Good,I,VS2,62.8,59,2185,5.64,5.67,3.55
49949,0.57,Ideal,F,VS1,61.9,55,2189,5.34,5.32,3.3
50027,0.73,Premium,F,SI2,61.4,58,2197,5.83,5.8,3.57
50030,0.62,Ideal,H,VVS1,61.1,56,2197,5.48,5.52,3.36
50191,0.72,Ideal,F,SI2,62,55,2224,5.75,5.79,3.58
50312,0.7,Premium,F,SI1,59.4,60,2239,5.77,5.74,3.42
50377,0.6,Ideal,H,VS1,61.3,55,2250,5.47,5.49,3.36
50390,0.78,Very Good,H,SI2,61.8,59,2252,5.85,5.9,3.63
50422,0.57,Ideal,G,VVS1,62,55,2259,5.33,5.35,3.31
50514,0.71,Ideal,I,VS2,62,54,2272,5.73,5.77,3.56
50578,0.56,Premium,E,VVS2,61.5,58,2279,5.3,5.33,3.27
50583,1,Fair,F,I1,68,57,2280,6.14,6.05,4.15
50588,0.74,Very Good,E,SI2,63,58,2282,5.73,5.77,3.62
50603,0.92,Fair,H,SI2,66.1,57,2283,6.22,6,4.05
50628,0.25,Good,H,VVS1,60.6,64,401,4.05,4.07,2.46
50660,0.31,Ideal,G,VS2,61.4,56,544,4.34,4.36,2.67
50717,0.7,Premium,H,VS1,62.3,59,2293,5.71,5.66,3.54
50898,0.73,Fair,E,SI1,64.6,59,2317,5.69,5.64,3.66
50987,0.31,Very Good,H,VS1,62.9,58,544,4.31,4.34,2.72
51100,0.59,Ideal,G,VS2,61.9,57,2336,5.41,5.38,3.34
51111,0.7,Good,F,SI1,59.7,64,2337,5.71,5.74,3.42
51241,0.74,Very Good,I,VS1,63.4,57,2353,5.81,5.76,3.67
51242,0.71,Very Good,H,SI1,62.1,61,2354,5.63,5.71,3.52
51279,0.58,Ideal,E,VS1,60.8,57,2359,5.42,5.41,3.29
51706,0.7,Very Good,F,VS2,58.9,57,2400,5.79,5.85,3.43
51725,0.7,Ideal,D,SI2,60.3,56,2401,5.73,5.77,3.47
51757,0.62,Ideal,F,VS1,62,54,2406,5.46,5.5,3.4
51772,0.8,Premium,H,SI2,61.6,59,2409,5.92,5.86,3.63
51781,0.7,Very Good,I,VS1,63.1,57,2411,5.67,5.59,3.55
51783,0.8,Very Good,I,VS2,63.3,55,2414,5.88,5.93,3.74
51834,0.7,Very Good,H,VS1,62.1,56,2422,5.65,5.68,3.52
51962,0.3,Ideal,G,VS2,61.6,57,545,4.3,4.33,2.66
51998,0.71,Premium,G,VS2,63,54,2443,5.69,5.64,3.57
52000,0.83,Very Good,J,VS2,60.5,55,2444,6.08,6.11,3.69
52243,0.78,Premium,G,SI2,60.6,58,2486,6.02,5.99,3.64
52255,1.01,Premium,J,I1,60.7,59,2488,6.39,6.42,3.89
52256,0.7,Good,G,VS2,64.3,56,2488,5.51,5.58,3.57
52298,0.25,Very Good,E,VVS1,62.6,57,548,3.98,4.01,2.5
52358,0.74,Ideal,E,SI2,61.7,57,2501,5.78,5.82,3.58
52389,0.57,Ideal,F,VVS1,60.7,57,2507,5.39,5.36,3.26
52429,0.7,Very Good,I,VVS1,61.2,58,2513,5.65,5.72,3.48
52432,0.7,Very Good,H,VS2,63,55.4,2513,5.67,5.7,3.58
52485,0.82,Ideal,I,VS1,62.3,57,2522,5.98,6.02,3.74
52594,0.96,Fair,I,SI2,66.3,58,2540,6.07,5.9,3.97
52597,0.53,Very Good,D,VVS2,60.5,57,2542,5.23,5.31,3.19
52957,0.24,Very Good,F,VVS1,58.7,59,552,4.04,4.1,2.39
52970,0.24,Ideal,F,VVS2,61.6,54,552,4,4.09,2.49
53138,0.72,Good,D,SI2,59.7,61,2620,5.78,5.84,3.47
53224,0.5,Ideal,D,VVS2,61.9,55.1,2639,5.07,5.1,3.15
53236,0.72,Ideal,I,VVS1,61.3,57,2642,5.74,5.77,3.53
53385,0.7,Ideal,F,SI1,62.6,55,2662,5.67,5.68,3.55
53414,0.8,Very Good,H,SI1,62.3,59,2670,5.95,6,3.72
53427,0.7,Ideal,F,VS2,61.8,54,2671,5.68,5.71,3.52
53516,0.8,Fair,H,VS2,65.3,58,2686,5.78,5.73,3.76
53627,0.35,Very Good,I,VS1,60.7,62,552,4.53,4.59,2.77
53647,0.71,Ideal,E,SI1,61.7,56,2704,5.72,5.69,3.52
53674,0.7,Fair,G,VVS2,65.3,61,2710,5.58,5.48,3.61
53757,0.84,Fair,G,VS1,55.6,64,2724,6.42,6.32,3.54
53759,0.72,Very Good,F,VS2,59.6,63,2724,5.92,5.75,3.48
53840,0.71,Ideal,G,SI1,61.6,57,2738,5.72,5.76,3.53
53916,0.77,Ideal,E,SI2,62.1,56,2753,5.84,5.86,3.63